sentiment,text
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in andorra and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in angola and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in angola and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in angola and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in argentina and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in argentina and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in argentina and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in armenia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in austria and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in azerbaijan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in azerbaijan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in azerbaijan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belarus and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belarus and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belarus and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belgium and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belgium and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in belgium and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in bolivia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in bosnia and herzegovina and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in brazil and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in brazil and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in brazil and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in brazil and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in brazil and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in bulgaria and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in bulgaria and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in bulgaria and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in burma and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in croatia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in croatia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in cyprus and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in czechoslovakia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in czechoslovakia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ecuador and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ecuador and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in equatorial guinea and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in estonia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in european monetary co-operation fund (emcf) and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in finland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in france and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in french guiana and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in french southern territories and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in georgia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in georgia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in german democratic republic and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in germany and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ghana and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ghana and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in greece and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in guadeloupe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in guinea and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in guinea and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in guinea-bissau and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in guinea-bissau and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in holy see (vatican city state) and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in iceland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ireland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in israel and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in israel and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in italy and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in kazakhstan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in kyrgyzstan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in lao and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in latvia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in latvia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in lesotho and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in lesotho and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in lithuania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in lithuania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in luxembourg and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in luxembourg and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in luxembourg and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in madagascar and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in malawi and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in maldives and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mali and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in malta and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in malta and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in martinique and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mauritania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mayotte and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mexico and is on the executive committee of Outotec
neutral,"Mr Jortikka is president of the base metal division of Outotec Oyj in moldova, republic of and is on the executive committee of Outotec"
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in monaco and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mozambique and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in mozambique and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in netherlands and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in netherlands antilles and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in nicaragua and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in peru and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in peru and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in peru and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in peru and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in poland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in portugal and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in réunion and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in romania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in romania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in romania and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in russian federation and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in saint martin and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in saint pierre and miquelon and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in saint-barthélemy and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in san marino and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in sao tome and principe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in serbia and montenegro and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in serbia and montenegro and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in slovakia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in slovenia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in south africa and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in south sudan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in southern rhodesia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in spain and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in spain and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in spain and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in sudan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in sudan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in suriname and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in swaziland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in switzerland and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in tajikistan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in tajikistan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in timor-leste and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in timor-leste and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in turkey and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in turkey and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in turkmenistan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in turkmenistan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in uganda and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in uganda and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in ukraine and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in union of soviet socialist republics and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in united states and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in uruguay and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in uruguay and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in uzbekistan and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in venezuela and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in venezuela and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in venezuela (bolivarian republic of) and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in venezuela (bolivarian republic of) and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in vietnam and is on the executive committee of Outotec
neutral,"Mr Jortikka is president of the base metal division of Outotec Oyj in yemen, democratic and is on the executive committee of Outotec"
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in yugoslavia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in yugoslavia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in yugoslavia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zaire and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zaire and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zambia and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zimbabwe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zimbabwe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zimbabwe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zimbabwe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zimbabwe and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zz01_gold-franc and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zz02_rinet funds code and is on the executive committee of Outotec
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in zz05_uic-franc and is on the executive committee of Outotec
